id	objectName	roomName	taskName	frequency	workType	description	objectId	roomId
"cmgyu5tcx0223vyjoqcefekjh"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5rf2020vvyjotugktvjn"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5wzy024hvyjo14piry8r"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5ogk01yxvyjo5jx1jvli"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5t0r021vvyjouqgtxz1w"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5yux025pvyjovhtpg0dc"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Душевые"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5upk022zvyjowyb34y3f"
"cmgyu5p4w01zdvyjopikv2dpr"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5moo01xrvyjobfa1ohbe"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5o7g01yrvyjovcld4t59"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Уборка мусора из корзин"	"Ежедневно"	"Уборка"	"Уборка мусора из корзин"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5ty6022hvyjoccoyd1nr"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Уборка санузлов по графику"	"3 раза в день"	"Уборка"	"Уборка санузлов по графику"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5qbg0205vyjov1md8qjn"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Уборка санузлов по графику"	"3 раза в день"	"Уборка"	"Уборка санузлов по графику"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5li201wzvyjonmj3vihw"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Уборка санузлов по графику"	"3 раза в день"	"Уборка"	"Уборка санузлов по графику"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu438j00xxvyjondekwvx0"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Удаление локальных загрязнений кабинок и дверей с применением специальных химических средств"	"Еженедельно"	"Уборка"	"Удаление локальных загрязнений кабинок и дверей с применением специальных химических средств"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu435h00xvvyjo1s7ec583"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Удаление локальных загрязнений, кальциевого налета, следов ржавчины, влажная уборка и дезинфекция унитазов"	"Ежедневно"	"Уборка"	"Удаление локальных загрязнений, кальциевого налета, следов ржавчины, влажная уборка и дезинфекция унитазов"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu43bk00xzvyjovclne0pi"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Удаление отпечатков пальцев, разводов, потеков с зеркал"	"Ежедневно"	"Уборка"	"Удаление отпечатков пальцев, разводов, потеков с зеркал"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5lr601x5vyjo3xrbyi9a"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Центральный проход (входная зона, фойе) влажная уборка"	"3 раза в неделю (летний период),<br>Ежедневно (зимний период)"	"Уборка"	"Центральный проход (входная зона, фойе) влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5qkk020bvyjoozdju46b"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Центральный проход (входная зона, фойе) влажная уборка"	"3 раза в неделю (летний период),<br>Ежедневно (зимний период)"	"Уборка"	"Центральный проход (входная зона, фойе) влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu7chq031vvyjo3w6lfciz"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"Боковые поверхностиВлажная уборка, удаление загрязнений, пыли с помощью специализированного средства"	"1 раз в квартал"	"Уборка"	"Боковые поверхностиВлажная уборка, удаление загрязнений, пыли с помощью специализированного средства"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6ngz02ljvyjoou1gvdsn"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"Верхняя поверхность шкафа"	"ежеквартально"	"Уборка"	"Верхняя поверхность шкафа"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu73j002w1vyjo58mzoams"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"Верхняя поверхность шкафа"	"2 раза в квартал по требованию."	"Уборка"	"Верхняя поверхность шкафа"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu6k9802jjvyjoakmebfbg"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"Верхняя поверхность шкафа"	"2 раза в квартал по требованию"	"Уборка"	"Верхняя поверхность шкафа"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6kxq02jzvyjogssxyn91"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"Влажная и сухая уборка"	"2 раза в неделю"	"Уборка"	"Влажная и сухая уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu739v02vvvyjod70cmxpb"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"влажная и сухая уборка моющими средствами и дезинфекцией"	"3 раза в неделю в летний период."	"Уборка"	"влажная и сухая уборка моющими средствами и дезинфекцией"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu736u02vtvyjo0v3qxpb0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная и сухая уборка моющими средствами и дезинфекцией"	"1 раз в день в зимний период,"	"Уборка"	"влажная и сухая уборка моющими средствами и дезинфекцией"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu75jy02xbvyjomqmn27d8"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"Влажная протирка"	"Ежемесячно"	"Уборка"	"Влажная протирка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu75gx02x9vyjo1z07och8"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"Влажная протирка"	"1 раз в 2 дня дневная уборка"	"Уборка"	"Влажная протирка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu6hq202hvvyjojyhl4abk"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"Влажная (ручная и механизированная) уборка включая въездную зону грузовых автомобилей"	"Ежедневно по мере загрязнения"	"Уборка"	"Влажная (ручная и механизированная) уборка включая въездную зону грузовых автомобилей"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu73s302w5vyjo7lfltjs0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"Влажная с дезинфицирующими средствами и сухая уборка"	"1 раз в день"	"Уборка"	"Влажная с дезинфицирующими средствами и сухая уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu6ubg02pzvyjoy4xl7dnt"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"влажная уборка"	"слесарная"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu6y1d02sfvyjoex606ike"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"2 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu7be70315vyjogdth9ejx"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6sjh02otvyjokthz93lu"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка"	"Ежедневно 1 раз вдень"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu70ei02tzvyjo10gygbrs"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu74ac02whvyjoevv29tj0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"влажная уборка"	"1 раз в месяц по необходимости"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu77bz02yhvyjoks9l7q7y"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu6zaz02t9vyjo7scjixz6"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu6svm02p1vyjojwus7trm"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"2 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu79vb0305vyjoklmr8wwz"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu6wur02rnvyjoq1a6d7vb"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"влажная уборка"	"1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6tk402phvyjo6qj4a0tm"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu6rp302obvyjofp0qw5dq"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"влажная уборка"	"Ежедневно по необходимости"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6pxa02n5vyjoha6e6251"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"влажная уборка"	"1 раз вдень по возможности"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6te102pdvyjoglyjox30"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"влажная уборка"	"1 раз в неделю при доступе воды и слива"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu7agr030jvyjoum8g168v"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu7avz030tvyjofma2k94c"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка"	"1 раз в неделю дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu6zn502thvyjose3j2nm2"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"влажная уборка"	"Ежедневно 1 раз в день по необходимости"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6vc002qnvyjodo9vfk7b"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"влажная уборка"	"3 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu72lk02vfvyjo9zi1j3fs"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"влажная уборка"	"2 раза в день по графику"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu7b840311vyjobqxp6i9x"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu6mpm02l1vyjozbn4uu6n"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6yvr02szvyjoibxvdjhp"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"3 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu72xp02vnvyjoboyhaa3f"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu74pj02wrvyjou6ng266e"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu70tq02u9vyjoxt1rwlky"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"2 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu6tt802pnvyjo4nh4cpig"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"влажная уборка"	"3 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6o8b02m1vyjov19dlks6"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu6p5u02mnvyjo6k03vvkl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu6qxq02ntvyjohzfxdote"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"Ежедневно с 8.30-9.30"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu70zs02udvyjoj5pn6kyl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка"	"По мере освобождения 1-2 этаж"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu6won02rjvyjooimijsx9"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"влажная уборка"	"1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu6k6602jhvyjockybwdgt"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"влажная уборка"	"1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu6ndx02lhvyjomqivlggd"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"влажная уборка"	"1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu6vi202qrvyjoh12q1fe7"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка"	"По необходимости"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu6xm602s5vyjowxdulhh4"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"влажная уборка"	"3 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6z7x02t7vyjohqqb31mc"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"влажная уборка"	"Ежедневно 1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6zt802tlvyjowgoq90ti"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"влажная уборка"	"1раз в день локально в течении дня"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6unn02q7vyjo8ee23mcj"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu7amv030nvyjogqn36dtg"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"влажная уборка"	"1 раз в месяц дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6x0v02rrvyjo825v43eb"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"влажная уборка"	"Ежемесячно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu6tzb02prvyjo5k49e46t"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"влажная уборка"	"По необходимости"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu78op02zdvyjoxwfhvisy"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu6qij02njvyjo5kqpgf11"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"Ежедневно с 12.00-13.00"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu6q0c02n7vyjo6nlyg7kp"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"влажная уборка"	"1 раз вдень по возможности"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6zq602tjvyjoxcu7bdi0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"1 раз в день по возможности"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu70wr02ubvyjobk9z0ayy"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"влажная уборка"	"1 раз в 2 недели"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6uzu02qfvyjo4delvxes"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"влажная уборка"	"1 раз в неделю при доступе и слива воды"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6wik02rfvyjoh3j2qzkc"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"влажная уборка"	"1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6yah02slvyjog4aw8crg"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"влажная уборка"	"3 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu708f02tvvyjommwmcka3"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка"	"2 раза в неделю"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu74de02wjvyjolual8ztl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu6vxa02r1vyjow3v60j9u"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu6v2w02qhvyjoxt09as21"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6th202pfvyjoiskxcovo"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu7a4l030bvyjoo45xjtrk"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu793x02znvyjozk9yebl3"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu78us02zhvyjo4yrjcr5z"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu77x902yvvyjo51t6ds4h"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка"	"Еженедельно"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
